player_id,name,team_id,team_name,position,minutes,goals,assists,shots,defensiveDuels,defensiveDuelsWon,offensiveDuels,offensiveDuelsWon,passes,successfulPasses,keyPasses,xgShot,xgAssist,orapm,drapm,RAPM,GIM,GIM_pass,GIM_dribble,GIM_shot,team_rank,action_count,action_number
619747,L. Colwill,1651,Brighton,Defender,1362,0.0,0.0,0.2643171806167401,4.295154185022026,1.1894273127753303,1.2555066079295154,0.5947136563876653,68.65638766519824,61.98237885462555,0.066079295154185,0.039647577092511,0.0125550660792951,0.54373901576086,-1.30628026991649,-0.76254125415562,15.970299422478362,1.489571,0.22088468,-0.11380747,6.0,1430,94.49339207048457
134502,Aymeric Laporte,1625,Manchester City,Defender,1069,0.0,0.0,0.8419083255378859,2.9466791393826006,0.9260991580916744,1.262862488306829,0.8419083255378859,73.91955098222638,70.1309635173059,0.2525724976613657,0.0656688493919551,0.021889616463985,0.66408907118009,-0.8580688943496,-0.19397982316951,15.856051467310278,1.0185103,0.35320848,-0.19762753,1.0,1186,99.85032740879326
532749,B. Badiashile,1610,Chelsea,Defender,1008,0.0892857142857142,0.0,0.2678571428571428,5.178571428571428,1.607142857142857,1.6964285714285714,0.9821428571428572,68.83928571428571,62.85714285714285,0.0,0.0705357142857142,0.0071428571428571,-0.89503228590334,1.26958411490376,0.37455182900041,14.605903199740819,1.0497817,0.056860507,0.26632503,12.0,1007,89.91071428571429
8717,H. Kane,1624,Tottenham Hotspur,Forward,3739,0.7221182134260498,0.0481412142284033,2.9125434608184,2.046001604707141,0.5295533565124364,8.713559775341,4.092003209414282,19.930462690558976,14.538646696977802,0.6499063920834448,0.5153516983150576,0.1393688151912276,1.36522152481249,1.87705869111149,3.24228021592399,14.567304276055465,0.6007473,0.53326017,3.634854,8.0,1770,42.604974592136934
361163,M. Jensen,1669,Brentford,Midfielder,2994,0.1503006012024048,0.1503006012024048,0.691382765531062,6.763527054108217,1.2625250501002003,5.110220440881763,2.464929859719439,36.07214428857716,27.354709418837675,0.4809619238476954,0.0697394789579158,0.1587174348697395,1.63675561757555,0.53947056510321,2.17622618267876,14.451806674261611,0.9839485,0.19157119,0.91060126,9.0,2050,61.62324649298597
379209,D. Rice,1633,West Ham United,Midfielder,3574,0.1007274762171236,0.0251818690542809,0.8561835478455513,5.162283156127589,1.5109121432568549,3.651371012870733,2.090095131505316,49.70900951315053,44.4711807498601,0.1259093452714045,0.0669837716843872,0.0591773922775601,0.8556584179584,2.32930921307108,3.18496763102948,14.393045172453862,2.3173447,0.7891549,0.51252574,14.0,2840,71.51650811415782
404650,M. Solomon,1616,Fulham,Forward,679,0.5301914580265096,0.0,1.4580265095729017,6.494845360824741,1.325478645066274,11.929307805596466,4.904270986745214,25.84683357879234,22.66568483063328,0.5301914580265096,0.1908689248895434,0.1086892488954344,-2.62157309520416,-2.1785145089542,-4.80008760415837,14.374331802963683,-0.09376337,0.21596952,0.84794796,10.0,382,50.63328424153166
423316,L. Sinisterra,1630,Leeds United,Forward,938,0.4797441364605543,0.0,2.302771855010661,5.46908315565032,2.014925373134328,11.417910447761194,5.565031982942431,30.8955223880597,26.76972281449893,0.4797441364605543,0.2417910447761193,0.0335820895522388,-0.3594744618168,0.1451795539878,-0.21429490782899,14.234111507310033,0.4217682,0.45584527,0.62106866,19.0,615,59.00852878464819
8144,J. Ward-Prowse,1619,Southampton,Midfielder,3706,0.2185644900161899,0.0971397733405288,1.0928224500809498,6.24123043712898,1.1899622234214786,2.1856449001619,0.995682676740421,43.591473286562334,37.593092282784674,0.3157042633567188,0.1374527792768483,0.1546950890447922,-4.250735906515249,-0.87798777995477,-5.12872368647003,14.208144904855647,2.022734,0.14914049,0.56689787,20.0,2668,64.79222881813276
487006,M. Viña,1659,Bournemouth,Defender,520,0.3461538461538461,0.0,1.5576923076923077,10.903846153846152,2.5961538461538463,7.788461538461538,3.634615384615385,25.615384615384613,19.73076923076923,0.173076923076923,0.1194230769230769,0.0103846153846153,-0.66909036369625,1.26934908449421,0.60025872079796,13.744550943374634,-0.016344115,0.1048989,0.29372457,15.0,325,56.25
38021,K. De Bruyne,1625,Manchester City,Midfielder,2623,0.2401829965688143,0.5489897064430042,2.1273351124666413,3.362561951963401,0.4117422798322531,7.308425467022493,4.632100648112848,49.54632100648113,38.66946244757911,1.6812809759817005,0.1544033549370949,0.4189477697293176,6.95726103623972,6.640634323758049,13.59789535999777,13.672564441449673,1.4409008,0.69409394,0.9442556,1.0,2175,74.62828821959589
415917,Gabriel Magalhaes,1609,Arsenal,Defender,3755,0.0719041278295605,0.0,0.5992010652463382,4.146471371504661,1.078561917443409,1.318242343541944,0.6711051930758988,53.664447403462056,49.35019973368842,0.0,0.0970705725699068,0.000479360852197,3.9026700033781,3.94342873591904,7.84609873929715,13.538308784901382,2.6449656,0.5154021,0.14954972,2.0,3254,77.99201065246338
